,Index,tweet_id,text,predictions,label_final
22,1128599,/1068561808460562432,"There is still more work to be done in Congress to ensure any final agreement stops the outsourcing of jobs to other countries, strengthens Buy America, puts in place real enforcement of labor provisions, and allows the United States to take action on currency manipulation.",1,0
23,1374373,/921795260438675456,Kicked off the weekend at Lakeview High School's GROWCommunity Gardens Event! ,1,0
24,2703911,/1438015971671875585,"All of us have things we care about and reasons we wanted to serve on this important committee, my amendment attempted to reign in spending if inflation was too high- to prevent causing a further spike and wreaking havoc on our economy- denied.",1,1
25,2205481,/1142123558216306688,"Directly conveyed my problem with Trump's trade wars to USTR Lighthizer:""He has a temper tantrum and reacts with tariffs that hurt us more than he hurts the people he's trying to punish. It reminds me of the child that gets so frustrated that he starts destroying his own toys."" ",1,1
26,1610394,/993548447075749888,"#NetNeutrality repeal has small business owners, like Katie, concerned. I sat down with her last week to hear what it could mean for her business. Katie says that if repeal isn't reversed, ""it would really be a stifling situation for us."" Now, Dems need #OneMoreVote to save it. ",1,1
27,3092411,/1540346223906938881,Today’s ruling is the dangerous culmination of Republicans’ decades-long effort to roll back women’s freedoms and control their health care decisions. This ruling is a distressing and shameful step backwards. Democrats will fight like hell to protect women’s rights.,1,1
28,24979,/436624539381137409,Working on sanctions bill to support Ukrainian people. There must be consequences for those perpetrating violence against peaceful citizens,1,0
29,881733,/809412668629073921,The #UN Arms Trade Treaty is DOA in Senate. Pres-elect Trump should trash this dangerous treaty for good.  #UNATT #2A,1,0
30,1918719,/1116321569079427072,"The United States faces a serious national security threat and a humanitarian crisis at our doorstep. This is becoming as dangerous for us as the Syrian Civil War has been for Europe, Israel, and Jordan.",1,0
31,2152852,/1125412927975116800,I support the President’s actions to counter the most recent Iranian threats. The mullahs in Tehran cannot be partners in peace so long as they are preparing to attack American troops and supporting the terrorists who fired hundreds of rockets at Israeli civilians this weekend.,1,0
32,2008570,/1100774539129208834,We should all be on the side of secure elections. Kicking off #FSGG @HouseAppropsGOP hearing this am on election security. You can tune in here: ,1,0
33,55414,/532963221297459201,"@John_Yuma To defeat President Obama's agenda to kill energy development, Senator Landrieu must be defeated.",1,1
34,1718595,/1182687778045353987,"I urge the American people to review our findings, because these attacks strike at the heart of our democracy. We can spare no effort to protect ourselves in 2020 and beyond, and I won't stop fighting to secure our elections.",1,1
35,1360229,/845000381377712132,#TBT Ryan & @GOP members keeping their word on destroying the health care system: ,1,1
36,2729574,/1552395652197482501,Preventing the CCP from meddling in our supply chains is an urgent matter of national security. My bill will ensure that government data is not used by an adversarial regime to disrupt our economy.,1,0
37,3242361,/1492229573387370500,"The often-used quote ""Those who don't learn from history are doomed to repeat it"" is once again appropriate when assessing Russia's threats against Ukraine. China also continues to threaten Taiwan. Our nation and the ""Free World"" must show strength against these global bullies. ",1,0
38,3232250,/1591532397535055872,Just a reminder that widespread voter fraud does not exist. It is a lie that Republicans tell to undermine American democracy.,1,0
39,2466238,/1255163164746043394,"The US already has a monopoly problem. In industry after industry, consolidation threatens our markets, economy, & democracy. We won’t let giant corporations take advantage of this crisis so the rich & powerful get richer & more powerful, while everyone else gets left behind.",1,0
40,3030610,/1556362810879344643,It’s an insult to the intelligence of North Carolinians when politicians like President Biden and Governor Cooper claim that raising taxes and spending $740 billion on their far-left priorities will actually reduce inflation and stop the Biden recession.,1,0
41,2822527,/1374027899066531852,"From day one, President Biden has focused on policies that harm the working class in favor of progressive open borders.",1,0
42,1189386,/846815853056327680,Dismantling the #CleanPowerPlan endangers families & our planet. Trump is prioritizing corporate profits over the wellbeing of the people.,1,0
43,3116664,/1420097415944851457,This situation is totally out of control. The open border policies of this Administration are absolutely disastrous for America. ,1,0
44,2575384,/1448294957744263168,The climate crisis is one of our biggest national security threats.The safety of our soldiers and our country is at stake — we must #ActOnClimate.,1,0
45,1194639,/817547680385761280,.@realDonaldTrump is undermining #nationalsecurity by creating a schism with our dedicated intelligence community ,1,0
46,2097821,/1267964649078652934,Imagine if the President of the United States — the so-called leader of the free world — held a strategy session to plan how to violently attack Americans exercising their right to peacefully assemble.You don’t have to imagine. It happened.Take a moment to let that sink in... ,1,0
47,1489182,/915283119229587457,"Being an entrepreneur is about a dream, it’s about thinking you can change the world",1,0
48,2219961,/1267626575622737920,It’s “don’t tread on me” unless the protester doesn’t agree with you or the journalist witnesses it. It’s “states’ rights” unless the governor doesn’t agree with your policy of using the army to crack skulls.,1,0
49,1770828,/1257425317192511488,"Smart piece worth your time. It's not enough to support our small businesses, we need to rethink the support structures we've created to help the real drivers of our economy. ",1,0
50,2101917,/1321802332762497027,The economic reports today outpace the projections. America’s economy is roaring back! We are fighting to ensure businesses stay open and America’s families are getting back to work.We will defeat and overcome this virus!  ,1,1
51,2008619,/1085299426573340672,"As Republican Leader of the Financial Services Subcommittee, I look forward to continuing to work with the Trump administration to slash harmful regulations, streamline outdated agency processes, and free families and businesses to achieve their dreams.",1,1
52,2857668,/1408216873561432069,The bipartisan infrastructure agreement announced earlier today provides the long-term capital investment we need to strengthen our economy and make it more efficient and more productive for decades to come.,1,0
53,1771802,/1110883698562478080,It's important to remember that we can come together - as Democrats and Republicans - to kick dark money out of our politics and put power back in the hands of the American people.,1,1
54,1971852,/1250848898626678785,"I think about Liviu Librescu every year on this day. His story breaks my heart. He knew better than most the danger of being bystanders. In his memory, let us resolve not to stand by as the scourge of gun violence continues to ravage our country. ",1,1
55,2170472,/1309545756722966528,"From Day 1 our democracy has been under assault from the cronyism and corruption of the Trump Administration. Whether it's soliciting foreign interference in our elections or abusing his power for personal gain, Trump continues to #FailThePeople every day. ",1,1
56,2265649,/1179081636245331969,"(1/3) The Chinese people have endured 70 years of violence, censorship, & oppression since mass murderer #Mao founded communist tyranny in #China.",1,0
57,1727282,/1243248451602841600,"For too long, the #Maduro regime has subjected the #Venezuelan people to instability & poverty & aided efforts to destroy American communities through the illegal drug trade. I applaud the @TheJusticeDept actions in holding Maduro & his partners accountable. @HouseForeignGOP",1,1
58,2731834,/1503466234272272385,"During Biden's SOTU speech, he looked the American people in the eye and stated, ""we need to secure our border,"" but behind their backs, he's fueling the border crisis with policy decisions like this.By allowing unaccompanied minors into the nation, you are fueling this crisis. ",1,0
59,2690579,/1497994866625818629,"The state-owned Russia Today and Sputnik, as well as their subsidiaries will no longer be able to spread their lies to justify Putin’s war and to saw division in our Union.” ",1,0
60,2659499,/1452646569187098627,"Whether it's at the grocery store or the gas pump, Montanans are feeling the sting of sky high inflation every day. @JoeBiden and the Democrats’ policies are making it worse & adding fuel to the inflation fire. Unacceptable.",1,1
61,1401501,/1053380339484241920,What signal does he send to autocratic rulers around the world like MBS & Vladimir Putin when he continually questions the legitimacy of the press & invites violence against them? Trump doesn't care that his marketing game is a deadly message delivered by the American President.,1,0
62,1217389,/817505611306897409,"There must be consequences for Putin's attack on our elections -- and the first step is allowing for a full, indepen... ",1,1
63,2896892,/1526632674273677312,"I firmly believe it is our duty to make tomorrow better than yesterday. Our future generations depend on it. But what this Congress and this Administration have done is made America poorer, more dangerous, and financially fragile. ",1,0
64,1380031,/989230508331749376,"""The US government's budget deficit is about to explode — and the Trump tax law and spending surge is to blame."" ",1,1
65,2392585,/1218665620230660097,"To address the climate crisis, America must lead the world in developing alternative energy sources, investing in clean transportation infrastructure, and engaging with countries around the world in the fight for our planet ",1,1
66,2403440,/1295807833183748097,"Raising the alarm about the postal service!From today’s Newsday, more on how the recent cuts, slowdowns, and removal of equipment at the USPS is hurting our lives, livelihoods, and democracy.",1,1
67,2017455,/1249675772287205378,Imagine what the world would look like if Communist China had not tried to cover up the coronavirus. It could have been contained. Lives could have been saved. Businesses could have stayed open.China’s lies changed the course of history.,1,0
68,2313852,/1154421287198089218,"As Chair of the House Appropriations Subcommittee on Energy & Water, I know Ohio is capable of leading the U.S. in meeting our nation’s future energy demands. State GOP lawmakers just severely undermined that effort by passing House Bill 6. ",1,0
69,3090204,/1540034301768728576,The City that I have called home for my entire life is in the midst of a gun violence epidemic. Today's radical Supreme Court ruling will lead to more bloodshed and death.  Putting  more guns in more hands in more public spaces is NOT the solution. ,1,1
70,2070986,/1294391651197214720,Even if you’re a hardcore conservative Republican how can you justify the President intentionally dismantling the postal service to make it harder for people to vote? He admitted it. What sane person sees that and thinks it’s ok?,1,0
71,2527655,/1456342048169148422,The Chinese Communist Party:is weaponizing new technologies to consolidate their rulecan now track the Chinese people’s every movement with facial recognitionis committing genocide against their own people.,1,0
72,1847935,/1314656947845697537,"The #ACA was my proudest vote. Now, the Trump administration is trying to strike it down, and threaten the healthcare of millions of Americans during a pandemic. We need leadership that advocates for healthcare for ALL Americans.",1,1
73,2193591,/1190023500595154944,"I applaud @CTULocal1's teachers for achieving better pay, smaller class sizes, and more nurses and social workers in Chicago's schools. This is what solidarity is about—fighting for the whole community.  When workers stand together, I have no doubt we will transform America. ",1,1
74,3047431,/1375521037832568832,"Infrastructure is one of the few things government should do—and should do well. We need targeted investments that move our country forward, not a multi-trillion-dollar Green New Deal that would bankrupt America. ",1,0
75,1220093,/1046042716424015872,Today the @CincinnatiReds and cancer survivors will come together to “Knock Cancer Out of the Park”. Watch at the end of the 5th inning as the players & cancer survivors take the field to display signs about why they want to knock cancer out of the park. #SCTop10 #RedsCountry,1,0
76,757941,/609075652998918144,"#TAA supports workers who see their jobs destroyed by trade, but bill on the floor doesn't guarantee people on Medicare won't pay for it.",1,1
77,3024330,/1448296167859752971,Inflation is SURGING. Democrats' out-of-control spending is to blame.This is Joe Biden's economic crisis.,1,0
78,1850482,/1267563263614685185,"During a worldwide pandemic, economic distress caused by COVID-19, & political unrest, Congress should be in D.C. doing the job we were elected to do. While our country is being torn apart by riots, @SpeakerPelosi is obstructing Congress instead of opening up the People’s House. ",1,0
79,1331425,/1020363955431256074,"This year marks the 44th anniversary of the illegal occupation of Turkish troops in Cyprus, a strong U.S. ally.  I call on Turkey to remove its occupying force, cease its inflammatory rhetoric, normalize relations with the Republic of Cyprus, and commit to peaceful coexistence.",1,0
80,1451532,/816307798388645888,I'm deeply disturbed that Republicans decided to start the new Congress by effectively destroying the Office of Congressional #Ethics,1,1
81,3047847,/1458148094772662281,"I’m proud to see my friend and colleague, @LynnFitchAG, lead Mississippi in a stand against Biden’s unconstitutional and unlawful vaccine mandate.Mississippians won’t watch bureaucrats try to demolish our jobs and take our freedoms without a fight.",1,1
82,2848172,/1382466389856956416,"Public lands and waters should serve the PUBLIC, not be exploited to make fossil fuel polluters rich. With the #KeepItInTheGround Act, we can cut off the spigot to Big Oil on our public lands and in our public waters, address the climate crisis, and protect the Jersey Shore. ",1,0
83,2821613,/1494021126523170824,"The real reason Washington Democrats want to abolish the debt limit is to get rid of any obstacles standing in the way of their radical agenda. If they’re successful, it will give them a huge runway to spend as much as they want, only making the inflation crisis worse. ",1,0
84,1840409,/1176524889609646082,"Big tech companies are the largest, most powerful companies today—with enormous resources and advanced algorithms they can use to help them moderate content. These companies shouldn't receive a government subsidy free of any responsibility.",1,0
85,1840410,/1176524820776935424,"Big tech companies are the largest, most powerful companies today—with enormous resources and advanced algorithms they can use to help them moderate content. These companies shouldn't receive a government subsidy free of any responsibility.",1,0
86,957623,/613378530492219392,Must read post from the Speaker's office on how we are fighting back against the EPA's overreach & War on Coal ,1,1
87,857057,/672872558765690880,"Until we destroy this cancer, ISIS will remain a threat to freedom & decent society around the world. Inaction is not an option.",1,1
88,1244148,/986259945921351680,"Today is #TaxDay, which is a good reminder that the #GOPTaxScam ultimately raises taxes on 86 million middle class families, gives 83% of the tax cuts to the wealthiest earners, hands a $1.3 trillion tax break to corporations, and explodes the deficit by nearly $2 trillion.",1,1
89,1985276,/1192882016649457664,Today is 30th anniversary of fall of Berlin Wall. This is a time to commemorate that historic moment & commend our leaders from Harry Truman to Ronald Reagan who stood strong through long Cold War. Special credit to President Reagan whose defense buildup broke the Soviet Union.,1,0
90,661293,/673622446067597312,@Amelia98 how about presenting Ur argument rather than verbally punching someone for disagreeing with you,1,1
91,2193252,/1224418121890574339,"A Green New Deal to defeat humanity's common enemy, climate change, is far cheaper than the cost of doing nothing. ",1,1
92,3176960,/1601325448042274816,"Rep. Gallagher on his vision for the Select Committee on China: ""I think a lot of what we can do is to explain the stakes to the American people, explain why we need to understand who we're dealing with in the form of the CCP, and why we're in the early stages of a New Cold War."" ",1,0
93,1605199,/832341746294063104,Policies that demonize entire groups of people based on the God they worship have a way of conjuring real life demons.,1,0
94,1374832,/969622659607810048,"Race to the bottom, #tradewar: Call it what you will, the spiral will eventually harm everyone, the United States & its metal industries very much included. ",1,1
95,1704020,/1303363301787807756,"Actions speak louder than words, @SpeakerPelosi. It’s easy to say you’re looking out for the American worker, but at the end of the day, you would rather attack a single mom hair salon owner than apologize for your hypocrisy. ",1,1
96,3174608,/1422335150491242498,Housing is a human right. Period.,1,0
97,2771602,/1440401483837542405,"Where was the call to halt Russia’s predatory energy policies, to call out Vladimir Putin’s domestic crackdown on Alexei Navalny and other opposition leaders, and to end Putin’s malign behavior against Europe? #UNGA",1,0
98,2995864,/1390696628064030724,The Biden Administration’s wasteful spending is harming our economy. U.S. sees massive miss on April jobs report as unemployment rate ticks back up ,1,0
99,2714615,/1431369736286347268,Yesterday was a tough day. A day that should have and could have been prevented. A day that marked the greatest single loss of life our American military has suffered in ten years.,1,0
100,2747776,/1542857209847103489,“The Biden administration on Thursday delayed the rollout of a proposed five-year offshore oil and gas development plan that had been promised by the end of the month.”Biden’s refusal to unleash American energy continues to devastate our economy. ,1,1
101,2770741,/1479158800204587013,A desperate and irresponsible power-grab that would destroy the United States Senate. ,1,1
102,3192560,/1529801786130780160,The SEC's proposed ESG rule will create immense hardship for our American farmers. Out of touch and unelected bureaucrats in D.C. should not be imposing crippling regulations on our farmers.,1,1
103,3234452,/1440719886729183233,Citizens United is corrupting our democracy and flooding our elections with dark money. I'm proud to reintroduce the Democracy for All Amendment with @SenatorShaheen and @SenatorLujan to overturn Citizens United. ,1,0
104,2211388,/1311311950517805057,"While the left tries to Defund, Dismantle and Destroy our country, I'm committed to Restoring, Rebuilding and Renewing the America we love.RESTORE your way of lifeREBUILD the greatest economyRENEW the American dream#CommitmentToAmerica  ",1,1
105,1551159,/857955160445919232,"Addressing growing threats abroad will require effective diplomacy, not just military power. These cuts put our safety & interests at risk. ",1,0
106,989778,/674974940689494016,"Rather than stripping citizens of their constitutional liberties, we should have a clear strategy to defeat ISIS. ",1,0
107,1907887,/1096565788150910976,My heart breaks for Aurora today. I’m grateful to the first responders on the scene. We simply cannot continue to respond to the epidemic of gun violence with inaction.,1,0
108,2262969,/1297257567123644416,"For THREE years, I warned the American people & my colleagues that this president was a threat to our democracy. Yet here we are today, voting on a measure to save the Postal Service, because it is being sabotaged by a desperate president in order to cheat in the 2020 elections. ",1,1
109,1163424,/1024719408097320960,"By letting junk plans proliferate, the Trump Administration is setting working families up to pay more and get less. Yet another act of #ACA sabotage that Americans will have to pay for ",1,1
110,2135648,/1332474409026785280,I fear that we are at the brink of war with Iran. Iran’s chief scientist is assassinated and multiple sources attribute the murder to Israel. Did POTUS give his approval?,1,0
111,2257817,/1242203847998803970,"ICYMI:  Rogers on Pelosi Putting Politics Ahead of American Families ""Pelosi is more obsessed with putting her extreme liberal political wish list together than helping American families across our country who are struggling during this world crisis.",1,0
112,2289448,/1288213936794480640,It’s very concerning that Facebook has labeled information about climate change as “opinion content.” The fact that the climate is changing is based in science. There shouldn’t be any doubt about the need to confront this crisis. ,1,0
113,2112188,/1288489253530460161,"Finally, I must note that the Helms Amednment is deeply rooted in racism. It stems from a history of colonialism and white supremacy in Black and brown communities.",1,0
114,1991886,/1288540697239392256,Being poor is not a sin but going out of your way to remove protections and push people down when they are already struggling certainly is. ,1,0
115,1941044,/1312000809505357825,"(2/2) Please continue to follow the CDC guidelines of washing hands, wearing masks, and practicing social distancing. I know the American people will beat this virus - together.",1,1
116,2793160,/1601250308495409152,"Wages aren't keeping up with the cost of living in this country, while corporate monopolies rake in massive profits and raise prices on food, gas, and basic needs for families.Enough is enough. It's time to rein in corporate greed.",1,0
117,2171378,/1176968398439354370,"Our toothless labor laws have been exploited to deny workers the right to organize. Unions are the foundation of America’s middle class & the #PROAct will protect workers’ right to stand together and negotiate for higher pay, better benefits, and safer working conditions. ",1,0
118,782791,/618797269370994688,"Any #IranDeal that's not accountable, enforceable, & verifiable is a bad deal. And the Obama administration must not strike a bad deal.",1,0
119,2801755,/1528753743075885056,"""Russia's brutal invasion of Ukraine is going to cause a lot of folks to reevaluate whether freedom is worth fighting for and whether freedom must be fought for. Ultimately, I believe they will conclude that it's worth the fight.""",1,1
120,1377381,/1002637051773235202,"A year after Trump withdrew America from the #ParisAgreement, @NASA warns that climate change will result in more extreme weather events.  We must stand with the scientific community and the rest of the world to #ActOnClimate. #StillIn",1,0
121,1486465,/825132024138711041,"We are a country of immigrants & refugees, of people fleeing religious persecution & seeking freedom, a country made strong by diversity.",1,0
122,2522612,/1508475738139340808,"This morning, the White House released President Biden’s $5.8T budget.  As expected, this budget will worsen inflation, include billions of dollars in wasteful spending, and increase taxes on ALL Americans. ",1,0
123,2270150,/1303341208429883394,"Strange that Mitch doesn’t mention that he and the Trump administration were the ones trying to kill @StarsAndStripes, defunding it both in Trump’s Budget proposal and the Senate-passed NDAA. ",1,1
124,2481516,/1161340375262486528,"I was honored to join @RepTerriSewell in a letter opposing the Trump Administration's disastrous rule that would kick 3.1 million people off food stamps, including taking free lunch away from 500,000 underprivileged kids. No American should ever go hungry! ",1,1
125,2988829,/1574490188558090242,"Republicans’ #CommitmentToAmerica is an economy that is strong. That means curbing wasteful spending that feeds inflation, ensuring the production of American energy to drive down gas prices, strengthening the supply chain, and expanding US manufacturing. ",1,0
126,1649238,/836615480010031105,Tenemos un presidente que esta atacando a la comunidad inmigrante. Sus aciones ejecutivas son anti-inmigrantes y an... ,1,NA
127,2869140,/1404469617951641610,"There are Americans out there angry about paying 4% more for a burrito at Chipotle, but are fine with the fact that many of our service industry workers are living in poverty.They should remember that a solid economy is built from the ground up. That starts with a living wage.",1,0
128,1250834,/1032022634010165248,"It is absolutely clear that carbon-based emissions have us on a path to destroy our planet. We need to get off our dependency on carbon, not promote it. By gutting the #CleanPowerPlan, step by step the President is pushing us in the wrong direction.",1,1
129,640967,/745650683886575616,"ICYMI: Fed Chair Yellen agrees, Trump's economic plans are dangerous and would drive our economy off a cliff. WATCH ",1,1
130,2771292,/1453190968124002305,"If it were indeed true what Joe Biden says—that this $3.5T tax-and-spend spree costs nothing—then why is it so hard to negotiate? This is going to be a massive increase in taxes on the American economy, and we’ve already seen the inflationary impacts of it. ",1,0
131,3196131,/1454118854683205636,"As I told Sec. Austin, this misguided vaccine mandate is putting America’s military readiness at risk.",1,0
132,1814926,/1204894779290669056,This has become the new normal under the Trump presidency.His words and actions have fueled hate and violence in America. ,1,0
133,3249857,/1573330057464090627,"Two years ago, Democrats gained full control in Washington. Two years later, their policies wrecked the economy and we have record high: inflationfood pricescrimeIt’s time to change leadership and focus on:economyeducation security #CommitmentToAmerica ",1,1
134,1291582,/1025422713807097856,"The Trump Admin's proposal to roll back Obama's fuel efficiency and emissions standards is reckless and is another direct attack on New Jersey. Their logic for this proposal defies logic, and I will work in Congress to put a stop to it.",1,1
135,142472,/508102489917239296,_________ _____ _______ __ ___________ _______,1,NA
136,3195841,/1511454807923511296,"Europe can’t stop buying Putin’s oil and gas until the U.S. helps Europe fill the gap. To win this war, Pres. Biden needs to take his boot off the neck of our oil and gas industry. ",1,1
137,1231034,/997526505629667329,"My statement on the failed #GOPFarmBill: “It remains appalling that House Republicans disregarded the destructive nature of this Farm Bill and were willing to give @SpeakerRyan one last shot at taking food from the most vulnerable Americans."" ",1,1
138,3198059,/1430306744757071873,The budget framework that Democrats' deemed passed today is nothing more than a blank check for the Biden Admin to enact a far-left agenda & expand the federal government’s role in our lives. It will impose major tax and debt burdens on future generations. ,1,0
139,3266686,/1536459645774086146,The numbers don’t lie. President Biden’s economic policies and reckless spending have created the inflation crisis that is forcing Americans to tighten their budgets. ,1,0
140,1236379,/997144140268830722,"Rather than moving the needle of our country’s food system in a direction that promotes sustainable farming practices, emerging local and organic farms, urban agriculture, conservation practices, and specialty crops, the #GOPFarmBill takes us backwards. ",1,0
141,1662806,/1068608103845908481,President Trump and his cabinet officials have given these companies the green light to destroy wild life and fisheries without concern.,1,1
142,1748191,/1301986564256522242,This propaganda is no better than the racist rhetoric that comes from the President.The hatred he incites has consequences. It exacerbates division and it fuels violent extremism.We need to zero out the @DHSgov communications budget  and redirect that money to body/dash cams.,1,0
143,3046865,/1370081964292763648,"Today, the House passed H.R. 8. This bill is something I would expect from a totalitarian government, not the U.S. It's is nothing short of an assault on your #SecondAmendment rights. ",1,1
144,198127,/430839182039076865,"Facts matter: No, CBO did not say #Obamacare will kill 2 million jobs ",1,1
145,332430,/430860567067115520,"Facts matter: No, CBO did not say #Obamacare will kill 2 million jobs ",1,1
146,2781751,/1562516201427075072,"This announcement will help many Georgians, some of whom have been struggling with debt for decades, get their financial footing, and it will help keep our economy strong and growing.",1,0
147,3106287,/1405220431737626629,I applaud President Biden for sending a strong signal to Russia that cyberattacks and interference in our democracy and democracies around the world will not be tolerated. This is what a strong American leader looks like – unlike his predecessor. America is back.,1,0
148,3047458,/1366861585269084160,The so-called “For the People Act” would gut commonsense voter ID requirements and permanently compromise the integrity of our elections. ,1,1
149,2487384,/1389990400157421568,VP Kamala Harris went on a road trip – not to the southern border where she is presiding over a crisis – but to Wisconsin to tout the Administration’s latest infrastructure plan. Their plan to pay for this proposal? Cut jobs and raise taxes.,1,0
150,33453,/434717680311230464,"“Ignorance, allied with power, is the most ferocious enemy justice can have.” - James Baldwin ",1,1
151,1989233,/1228026513083305984, STRENGTHENING COMMITMENT TO UKRAINE: We need to repair our relationship with Ukraine and protect it from being used as a political football.,1,0
152,3232614,/1529900450560061443,I’m not afraid to say it: the @NRA and @GOP are letting children die. It’s time we fight back and reinstate the assault weapons ban. I’ve taken on the the gun lobby and won. It’s time we do so again. Our children are more important than a gun manufacturer’s profit margins.,1,1
153,1653118,/948590998560665600,"New York’s business climate is one of the worst in the nation. New York residents continue to flee seeking lower taxes and more jobs. In his State of the State, I hope Gov. Cuomo recognizes the need to reverse this trend.",1,0
154,2486868,/1584960812749578240,Biden's desperate pivot to claiming Republicans will crash the economy makes little sense. Americans see through this and are ready for change.,1,1
155,1971454,/1083881354415300611,"This immoral, unconscionable action would devastate seniors, individuals with disabilities, hardworking families and children. We will mobilize like we did when Republicans tried to push their health care scheme through in 2017 and we will win.",1,1
156,2325917,/1275176944016003073,Homegrown rightwing domestic terrorism represents one of our gravest threats. It is here. It imperils every community in America. These extremists are using violence and murder to terrorize the nation. That makes them terrorists. ,1,0
157,2134417,/1169278380849664000,"“One little boy, about 7 or 8, was separated from his father and did not know why... He believed that his dad was killed and he would also be killed.” The trauma this administration is causing is unimaginable. We must continue to fight this. #DontLookAway ",1,1
158,2539409,/1371447161175617537,"The worst thing we can do to stand up to China is to keep our athletes home.As anyone who has ever faced down a bully knows, when you decide to hide and not to fight, the bully wins. ",1,1
159,1151354,/860141169191399424,"#TrumpCare would kick 14 million Americans off of Medicaid – harming children, seniors & people with disabilities. ",1,1
160,2010960,/1126552735065808897,"For the past two years, the Trump admin has relentlessly sabotaged the #ACA and attacked my constituents’ health care.These destructive policies will force the American people to pay more money for less coverage. I’m proud to stand up against the president to #ProtectOurCare. ",1,1
161,3082593,/1410311531527651333,"#Pittsburgh, in conjunction with universities like @CarnegieMellon, are leading the world in robotics development. It's this innovation that will help our city become a better place to live as it continues to grow the local economy.",1,0
162,1963325,/1083477542227578881,"The idea that the president is considering declaring a national emergency to steal funding from the DOD would be the height of irresponsibility and would hurt our military readiness, making us more vulnerable.",1,1
163,2895792,/1512093378959360008,"The Strategic Petroleum Reserve is at its lowest levels since the 1980s, and President Biden wants to release a million barrels PER DAY to try and put a band-aid on his bad domestic energy policy. He’s setting us up for an even bigger crisis down the road.",1,0
164,1375104,/857312295235596289,"#NetNeutrality is the principle that internet content shouldn’t be favored, blocked, or slowed down based on where it’s coming from.",1,0
